,Status
62991,1
341182,0
26381,1
217393,0
382277,0
163132,1
236330,1
161815,1
304797,0
244184,1
427330,0
238724,1
114741,1
280581,1
107097,1
75787,1
279143,1
461744,0
309726,0
72834,1
427841,0
340618,0
459539,0
235891,1
459079,0
176890,1
238122,1
77001,0
359427,0
175141,1
327908,0
113774,1
293487,1
34211,1
313701,0
294691,1
400553,0
107784,1
201485,1
290137,1
22620,1
445404,0
100017,1
193595,1
457194,0
256719,0
70911,1
81059,0
205368,0
111120,1
212010,1
274133,1
75993,1
329762,0
141337,0
280005,1
452833,0
305238,0
92812,1
378144,0
124078,0
67401,1
429658,0
159807,1
252824,0
34138,1
340747,0
279397,1
205006,0
298630,1
134876,0
244255,0
5888,1
168950,1
75774,1
33772,1
182540,1
258165,1
234306,1
292830,1
244330,0
407040,0
4257,1
299568,0
88378,1
179214,1
264473,1
169252,1
83919,1
179479,0
392899,0
366790,0
89896,1
130418,1
297544,1
368624,0
206258,1
169610,0
124825,1
231658,1
227090,0
284243,1
439978,0
23100,1
61793,0
166043,1
302188,0
16666,0
456422,0
311372,0
271633,1
388188,0
51298,1
24388,1
182666,1
315658,0
390033,0
382509,0
152481,1
419675,0
96572,1
362525,0
255075,1
221970,1
94593,1
154404,1
70383,1
26822,1
321701,0
459479,0
324280,0
318652,0
366249,0
116656,0
278983,0
106964,1
126689,1
133065,1
443271,0
457404,0
358188,0
236766,1
303901,0
181056,0
370565,0
388152,0
455634,0
316911,0
29497,1
202292,1
359035,0
165057,1
210365,1
25321,1
284843,1
405363,0
284360,1
170603,0
365395,0
247808,0
234640,0
143686,1
459068,0
298618,1
16514,0
98257,0
214373,1
289635,0
401760,0
175566,0
137585,1
158052,1
385504,0
40381,1
401676,0
273368,1
207537,1
386449,0
37365,1
88160,0
139631,1
394008,0
217484,1
238137,1
395187,0
199724,1
146948,1
303719,0
432337,0
45348,1
14867,1
241839,1
221479,1
266586,1
57497,1
25536,1
114992,1
232566,1
102341,1
182286,1
372237,0
171189,1
21198,1
269256,1
356146,0
138282,1
354196,0
228061,1
179896,0
333727,0
125745,1
421420,0
244727,1
129666,0
68397,1
244524,1
271212,1
191842,1
245842,1
194276,1
75832,1
81782,0
284468,1
221929,1
392862,0
268721,1
69369,1
307430,0
197046,1
360376,0
183161,1
98105,0
179305,1
130673,1
223497,0
149696,1
45575,1
409173,0
399420,0
145227,1
18151,1
150013,1
135882,0
325372,0
374109,0
333340,0
218881,1
251412,1
192292,1
289896,1
256662,1
256854,1
108528,1
380210,0
97724,1
342107,0
125921,1
418333,0
200523,1
44963,0
207206,0
295982,1
459166,0
306895,0
299052,1
331033,0
253574,1
47799,1
456923,0
36887,1
367264,0
409216,0
10702,1
87656,1
226003,0
331777,0
372570,0
133923,0
444081,0
229799,1
312879,0
228649,1
362698,0
439413,0
149227,1
289186,1
432791,0
214457,1
393425,0
101596,1
414729,0
371936,0
410271,0
372997,0
7099,1
82691,0
419450,0
407778,0
303118,0
179655,1
209583,0
260698,1
180332,1
169494,1
50891,1
294216,1
328813,0
163303,0
21590,1
324166,0
297722,1
387302,0
222735,1
411043,0
25955,1
312624,0
379388,0
81112,1
419766,0
193548,1
33084,0
243822,0
102865,1
224925,0
212337,1
406622,0
12410,1
39904,1
194444,1
98949,0
309084,0
152258,0
4769,1
54480,1
400698,0
291304,1
279909,0
424010,0
75741,1
401404,0
246339,1
345074,0
411994,0
82999,1
281586,1
427413,0
73570,0
140998,0
40588,1
149809,1
67063,1
153384,0
385045,0
376745,0
155243,0
230397,1
308496,0
27206,1
217350,1
130676,1
296559,1
73700,1
232418,1
13530,1
93107,1
444923,0
342502,0
43345,1
253049,0
422781,0
179304,1
57263,1
62473,1
368318,0
339324,0
328611,0
63763,1
29079,0
173218,1
189122,1
313469,0
44577,1
157121,1
220615,1
375103,0
221197,1
268837,1
134545,0
65124,1
161912,1
66817,1
150761,1
166650,0
419646,0
58799,0
237796,1
198138,0
139496,1
109544,1
188358,0
12462,1
26151,1
396061,0
207403,0
391408,0
142957,1
399892,0
327826,0
344570,0
135750,1
311601,0
63800,0
149737,1
80718,1
373985,0
71114,1
100996,1
71044,0
4250,1
141409,1
424392,0
128258,1
200889,0
333058,0
77069,1
326301,0
417724,0
238088,1
284643,1
435840,0
414954,0
7810,1
224835,1
176375,1
432869,0
152919,1
232696,0
436137,0
237832,0
286673,1
3521,1
138245,1
102384,1
427694,0
15688,1
24961,1
380458,0
389805,0
85589,1
236761,1
202128,1
383579,0
303817,0
242574,1
64363,1
21226,0
443394,0
182984,1
99996,1
32846,1
215393,1
124160,0
164636,0
301589,0
195750,1
34781,1
131134,1
229548,1
179287,1
23722,1
117520,1
21248,0
346719,0
280646,1
394524,0
399758,0
330048,0
223080,1
75285,1
254826,1
47244,1
228819,1
94875,1
437223,0
314073,0
458667,0
93256,1
456159,0
167725,1
78151,1
282737,1
30271,0
168160,1
271037,0
298747,1
425635,0
118966,0
169474,1
107547,1
72916,0
210646,1
20972,0
225452,1
105081,1
357810,0
299832,0
330104,0
285560,0
163481,1
424259,0
102146,0
414672,0
238613,0
128294,0
429632,0
350144,0
54856,1
44532,1
88366,1
28386,0
422489,0
117040,1
106910,1
351491,0
10728,0
157595,1
107375,1
183118,1
189943,1
259178,1
447867,0
303873,0
198696,1
302962,0
47152,1
435475,0
413831,0
337973,0
419399,0
279730,0
255398,1
358729,0
363427,0
433802,0
381309,0
51189,1
137304,1
332030,0
232279,0
138209,1
390828,0
325381,0
442750,0
173939,1
319531,0
187770,1
104347,0
241619,1
109686,1
98050,1
52155,1
14295,1
382647,0
94929,1
349255,0
246782,1
302742,0
90592,1
169228,1
259927,1
207112,0
435123,0
150227,1
337597,0
117714,0
335119,0
437702,0
117181,0
397366,0
201,1
26175,0
308735,0
316865,0
2561,0
209020,0
7343,1
237403,1
447274,0
63957,1
105754,1
139299,1
259616,1
428385,0
165016,1
205779,0
134378,1
391254,0
72839,1
23543,1
268667,0
340710,0
392783,0
92026,1
93354,0
14093,1
68896,0
249226,1
397445,0
247742,0
258811,0
66923,0
262048,1
386881,0
12670,1
111130,1
431905,0
165529,1
173947,1
243141,1
430041,0
8788,1
458297,0
337884,0
434329,0
142500,1
164377,1
115332,1
171720,1
311215,0
244125,1
334561,0
415215,0
127220,1
232982,1
347859,0
318274,0
152538,1
60503,1
30292,0
168322,1
431797,0
339529,0
206943,1
178382,1
322775,0
141114,0
299594,1
120129,1
345674,0
331790,0
82062,0
180560,1
177266,1
114016,1
372555,0
391299,0
118616,1
267659,1
324804,0
247729,1
362691,0
46130,1
227808,1
118523,1
164946,1
95914,1
160643,1
252701,0
352661,0
31687,1
135628,1
18778,1
360127,0
103032,0
112854,1
286131,0
418980,0
154993,1
42680,1
60403,0
164329,0
107095,1
210629,1
366631,0
383011,0
98226,1
45802,1
289814,1
50647,1
63502,0
199510,1
443332,0
240861,1
391639,0
211464,1
301388,0
48015,1
36991,1
437610,0
220167,0
35713,1
1993,1
228465,1
450885,0
83040,0
60558,1
247551,1
204698,1
121803,1
122358,1
34291,1
345397,0
107819,1
61701,0
357414,0
429402,0
336206,0
113593,1
7986,1
240704,1
255544,1
68828,1
192326,1
371547,0
1339,0
42393,1
32448,1
54730,1
156209,0
213939,0
98805,1
267360,0
448671,0
26361,0
321567,0
27430,1
392164,0
436658,0
380505,0
36356,1
427826,0
230343,1
6806,0
90424,1
226983,0
199903,1
366528,0
236246,1
266770,1
75601,1
106798,1
43312,1
409358,0
385696,0
99728,1
331943,0
64726,1
192869,0
171536,1
153192,1
327555,0
38160,1
320854,0
208058,1
112410,1
129390,1
38570,1
78654,0
319826,0
195467,0
367717,0
166380,1
304505,0
386421,0
42041,0
421699,0
423991,0
314418,0
449632,0
317317,0
169843,1
194505,0
9782,1
424465,0
156216,1
417721,0
153855,0
193888,0
117712,1
91083,1
260535,0
460019,0
172089,1
249204,1
99298,1
368152,0
453830,0
84375,0
78791,1
174223,1
240123,1
90355,0
295802,1
301011,0
113940,1
109715,1
384496,0
416458,0
194846,0
139575,1
199914,1
433891,0
15208,0
264194,1
325509,0
27927,1
224312,1
261362,0
407543,0
441133,0
254374,1
434760,0
64789,0
346262,0
329608,0
99171,1
226337,0
401160,0
249473,1
336573,0
83244,1
29803,0
248139,0
38413,1
326124,0
345800,0
308437,0
126981,0
436704,0
46587,1
16715,1
457175,0
131667,1
204834,1
427771,0
370790,0
62520,1
407418,0
369165,0
301829,0
207877,0
260848,1
379352,0
385274,0
410201,0
16999,1
422552,0
350284,0
450283,0
350166,0
452340,0
251247,1
27120,0
62755,0
359937,0
223028,1
89431,1
99594,1
375229,0
351067,0
327605,0
91086,1
56444,1
18561,0
435487,0
324157,0
187391,0
212273,1
293767,0
321700,0
71397,1
87411,1
391856,0
217139,1
106354,1
174991,1
276288,0
144315,1
448828,0
203863,1
107324,1
145264,1
350322,0
75119,1
382448,0
94820,1
435938,0
454033,0
384897,0
232431,1
121831,1
228105,1
190538,0
374753,0
367173,0
197227,1
282727,1
212569,0
60522,0
203242,1
263176,1
239851,1
363037,0
387897,0
226993,0
241855,1
228337,1
64353,1
351061,0
382223,0
182318,1
345080,0
219826,0
373042,0
29853,1
362456,0
187273,1
63937,0
197317,1
223392,1
142812,1
19407,1
372109,0
387195,0
10590,0
406923,0
159346,0
274214,1
144227,0
7888,1
91491,1
202141,0
154388,0
278836,0
84748,1
359641,0
398288,0
131403,1
327265,0
273674,1
352822,0
432745,0
387875,0
193637,1
300396,0
431648,0
311258,0
4383,0
98529,1
319644,0
409503,0
176224,1
379005,0
434582,0
308848,0
40987,0
381878,0
77689,1
54857,0
180211,1
152291,1
351695,0
290097,0
170520,1
103869,1
449741,0
381331,0
94104,1
353520,0
72151,1
151018,0
287768,0
283539,1
356972,0
146497,1
382543,0
360726,0
369030,0
82192,0
148997,1
2277,1
239931,0
119877,1
103274,0
284395,1
123353,0
176385,1
428141,0
182952,1
345736,0
65145,1
331991,0
254068,0
122466,1
437315,0
87375,0
215543,1
386055,0
101807,1
363861,0
322462,0
167207,1
11274,1
235713,1
156210,1
308237,0
273841,1
319199,0
167263,1
228478,0
424281,0
134270,0
209767,0
280714,1
186414,1
142431,1
167787,0
218286,1
145461,1
442384,0
363034,0
382039,0
49766,0
264301,0
137606,0
422384,0
419588,0
361162,0
389454,0
136920,1
13254,1
361041,0
415784,0
104463,1
120968,1
286682,1
179150,0
101509,1
3408,1
426682,0
31212,1
150303,1
342739,0
238526,1
250572,1
121963,1
387215,0
293555,1
114991,1
401542,0
461517,0
67252,0
307771,0
139598,0
246812,1
115476,1
107905,1
243471,0
205215,1
222974,1
290177,0
133315,1
117191,1
183732,1
209346,1
18634,0
71865,1
152149,1
391028,0
381173,0
325702,0
330632,0
3562,1
193463,0
442516,0
282590,1
89358,1
32964,1
18338,1
450724,0
423065,0
420414,0
439586,0
66193,1
297584,0
136666,1
47926,1
378354,0
359767,0
96584,1
211961,1
238748,1
229297,0
449857,0
118652,1
275663,0
149281,1
134236,1
378619,0
114568,1
155726,1
450596,0
437618,0
348578,0
341657,0
197909,1
369599,0
136634,0
118629,1
119379,0
6682,1
23065,1
430367,0
372067,0
99146,0
292982,1
305095,0
209801,0
188834,1
426338,0
118330,1
331139,0
372821,0
123222,1
160439,0
200657,1
253278,1
183894,1
229767,1
5886,1
175403,1
131218,1
423136,0
165526,1
403627,0
259607,1
411511,0
270838,1
184589,0
124222,0
128970,1
113798,1
42125,1
319932,0
307159,0
139566,1
335147,0
86500,1
106757,1
168348,1
61524,1
402757,0
2961,0
246081,1
341993,0
422940,0
265566,1
228116,1
231425,1
413274,0
182950,1
445012,0
398406,0
305262,0
305741,0
187059,0
199503,1
423908,0
419051,0
37573,1
288955,1
379715,0
265218,0
180276,1
304891,0
28969,1
9664,1
47364,1
34505,1
180883,1
160726,0
192456,1
150830,1
140449,0
435317,0
323331,0
346416,0
244153,1
27246,1
360011,0
26608,1
360162,0
69234,1
298357,1
112243,0
197723,1
99430,1
141827,0
287984,1
352702,0
224408,1
336211,0
246461,1
441762,0
379457,0
419508,0
414056,0
121589,0
294181,1
172926,1
326888,0
397150,0
391113,0
233287,1
232811,0
105411,1
114735,1
224289,1
15243,1
397201,0
226566,0
396060,0
279232,1
412179,0
42280,1
323589,0
461870,0
81231,1
310755,0
230538,1
99273,1
286961,1
163263,1
458970,0
358022,0
434131,0
71316,0
391053,0
32349,1
85912,0
162373,1
417224,0
89516,1
209199,1
212175,0
35761,1
167620,0
382475,0
101331,0
75247,1
385278,0
298776,1
370325,0
15483,1
68394,0
222424,0
413795,0
157279,1
362670,0
416414,0
354113,0
113759,1
232658,1
339094,0
282947,1
444966,0
20237,1
137802,1
39782,1
83758,1
279029,1
390862,0
16233,1
96888,0
158607,0
43027,1
155113,1
201006,1
266420,0
280190,1
125300,1
383371,0
413225,0
192923,1
182135,0
246617,1
423745,0
45075,1
59126,1
228696,0
444444,0
50251,1
2515,1
162534,0
259055,1
436594,0
88943,1
38273,0
343631,0
199501,1
151860,1
126634,1
105695,0
370105,0
49644,0
155811,1
378067,0
79575,1
73603,0
19742,1
307379,0
95026,1
411238,0
16328,1
239139,0
64655,0
447268,0
105294,1
114126,1
77055,1
368780,0
230847,1
1602,1
399988,0
24497,1
384043,0
129800,1
379825,0
32608,1
271912,1
347991,0
431516,0
366382,0
76379,1
283950,0
411336,0
161030,1
408599,0
22442,1
120175,1
220905,1
324279,0
29866,1
217959,0
399998,0
201601,1
144438,1
276537,1
223987,1
433386,0
453545,0
145457,1
206164,1
45726,0
408806,0
284856,1
38561,0
225833,0
293403,1
128837,0
403966,0
123743,1
360991,0
131427,1
297987,0
7327,1
34854,1
289058,1
58870,1
186217,0
175812,0
256742,1
145733,0
64318,1
120653,1
109104,1
266154,1
3967,0
100754,0
188735,1
254541,1
99668,1
364015,0
343795,0
197009,1
151061,1
362248,0
443489,0
45918,1
243367,1
161444,1
346199,0
372586,0
299607,0
269691,1
158773,1
23318,1
83049,0
357576,0
208801,1
59278,1
383287,0
279829,1
90266,1
70869,0
431685,0
399569,0
221696,1
6279,0
2406,1
404588,0
105614,0
32781,1
205179,0
395334,0
140312,1
329724,0
372787,0
123257,0
400194,0
143048,0
372288,0
109371,1
157980,1
153942,1
226955,1
168964,1
194398,1
288222,1
341494,0
442901,0
391204,0
295491,1
455596,0
99439,0
399495,0
431855,0
21921,0
270024,1
411081,0
200087,1
356585,0
344868,0
165310,0
20065,1
177951,1
215678,0
354627,0
366855,0
260034,1
288359,1
132891,1
272138,1
195052,0
182668,1
129474,1
272103,1
233921,1
394442,0
369410,0
90888,0
74563,1
4247,1
181734,1
411992,0
340722,0
262467,1
402719,0
439136,0
314061,0
231821,1
108994,1
126304,1
177156,1
90964,0
450661,0
307128,0
219618,0
208422,0
175445,1
87362,1
259335,1
334130,0
175700,1
157639,1
65347,1
143882,1
1589,1
346168,0
108929,0
89525,1
191137,0
223446,1
355253,0
323501,0
65717,1
432055,0
250582,0
348911,0
129809,1
393881,0
327176,0
457898,0
304872,0
371976,0
160073,1
271963,1
461297,0
18488,1
121930,1
199145,1
149242,1
202529,1
43045,1
420362,0
442371,0
276958,1
60905,1
460559,0
412858,0
106385,1
100487,1
13762,1
367815,0
76827,0
163559,1
39126,1
148065,0
249646,1
414952,0
358757,0
407895,0
103507,0
185502,0
203884,1
93674,1
127927,1
427134,0
417505,0
416077,0
299216,1
8679,1
85754,1
5145,1
324614,0
171954,1
434247,0
290574,1
34131,1
300226,0
107296,1
342325,0
108273,1
323659,0
56312,1
404231,0
184261,1
293006,1
256249,1
382229,0
328270,0
145016,1
459433,0
119242,1
303109,0
118043,1
34913,1
170843,1
311011,0
448137,0
410418,0
44111,1
454944,0
446518,0
99638,1
461308,0
174011,0
20693,0
69905,1
69409,1
372290,0
194509,1
396978,0
134893,1
385373,0
154398,1
449139,0
246181,0
286696,1
269426,0
142664,0
68815,1
451663,0
200112,0
437326,0
407464,0
196640,1
12131,0
396881,0
183477,0
454340,0
408153,0
332516,0
411427,0
191934,1
6378,1
412644,0
92480,1
4559,1
94298,1
304683,0
146489,1
316819,0
264518,1
156018,0
271952,1
350540,0
287639,1
55712,0
52411,1
3828,1
107836,0
350466,0
174109,0
220335,1
408530,0
320238,0
129330,0
43062,1
401069,0
69338,1
136755,0
283867,0
414881,0
412039,0
86802,1
233373,1
273456,0
21482,1
344938,0
42398,1
20178,1
188782,1
302634,0
169242,1
449893,0
120659,1
280197,0
424781,0
293484,1
272105,1
409136,0
452147,0
7222,1
345841,0
55222,1
22763,1
204014,1
118296,1
420657,0
447021,0
350281,0
292702,1
216179,1
454300,0
128825,1
218533,1
68629,1
130641,1
127353,1
311775,0
158191,1
437769,0
283059,1
374827,0
418197,0
206667,0
458439,0
98900,1
267137,1
288998,1
271257,1
109509,1
399473,0
28970,1
408859,0
134583,0
100015,1
16146,1
42522,0
295526,1
390652,0
86792,0
7057,1
151840,1
64975,0
293961,0
146551,1
104698,1
256660,1
438437,0
27422,1
273522,1
400992,0
420497,0
460720,0
134909,1
362201,0
15429,1
35638,1
446103,0
232052,1
420960,0
292889,0
32992,1
345487,0
446826,0
363916,0
109190,1
199694,1
355329,0
428392,0
197574,1
329766,0
108587,1
102348,1
346470,0
258750,1
409433,0
162450,1
36458,1
303646,0
280774,1
249549,1
407276,0
100409,1
113149,1
154546,1
813,0
132026,1
346331,0
165596,1
374308,0
347551,0
339866,0
272259,1
219921,1
215683,1
185924,1
232294,1
202323,1
217386,1
12476,1
73970,1
39717,1
397203,0
369880,0
330240,0
196661,1
151186,1
290420,1
434176,0
136812,0
248654,1
284393,1
443288,0
130441,1
130475,1
116632,0
28567,1
384171,0
279602,1
390349,0
262344,1
86102,0
394676,0
431204,0
436539,0
314161,0
225363,0
120645,0
229185,0
100466,0
280510,0
371254,0
220751,1
258068,1
319565,0
433953,0
287618,1
115097,0
257374,1
254459,1
237000,1
202523,1
85373,1
329282,0
306871,0
394577,0
48114,0
172219,1
54344,1
420068,0
176634,0
28150,0
460909,0
258808,0
156020,1
428437,0
45990,0
239050,1
192637,0
435353,0
330735,0
302983,0
175066,0
250404,0
207536,1
108120,1
163221,1
56940,1
74734,1
285116,1
213424,1
447549,0
420710,0
60753,1
305787,0
3979,1
416569,0
161986,1
24186,0
37802,0
77176,1
108169,1
323771,0
410867,0
57307,1
9754,1
122804,1
380121,0
84535,0
20823,1
15103,0
281308,0
371213,0
112588,1
252222,1
242027,1
258256,1
323882,0
407690,0
161063,1
223823,1
142268,0
229342,1
319140,0
396400,0
426092,0
234996,0
173018,1
81490,0
221763,1
450502,0
445573,0
59724,1
236906,1
307469,0
314861,0
148782,1
337448,0
426759,0
304508,0
314900,0
352363,0
245792,1
190600,1
199371,1
291956,1
51037,1
42286,1
170958,1
50896,1
431950,0
11108,1
445026,0
194151,1
116840,1
85746,0
14151,1
13506,0
278110,1
133941,1
290333,1
10689,1
283601,1
66077,1
252368,1
68659,1
305427,0
293384,0
189717,1
382271,0
26483,1
459310,0
73805,1
278642,1
66051,1
337016,0
229090,1
192466,1
168085,1
137262,1
308955,0
441043,0
387169,0
87511,1
192822,1
184904,1
5898,1
135954,1
55095,1
354290,0
69082,1
259441,1
303129,0
210093,1
107605,1
382190,0
7947,1
426208,0
395632,0
255080,0
328135,0
432877,0
164346,0
448766,0
353183,0
160612,1
78718,1
75363,1
197178,1
77068,1
40759,1
313766,0
130016,1
274551,1
215247,1
103929,1
396226,0
111622,0
349714,0
263610,1
64710,1
406764,0
155989,1
441047,0
25429,1
53146,1
390359,0
73750,0
332815,0
107039,1
288615,0
321889,0
184269,1
10308,0
132443,1
189747,1
401782,0
58339,1
108431,1
141236,1
429711,0
396854,0
112839,1
136268,1
128192,1
103913,1
167081,0
122686,1
393002,0
309141,0
342849,0
26699,1
142502,1
340767,0
258961,1
273899,0
371131,0
74062,1
54745,1
7621,0
284691,1
449458,0
414785,0
63503,1
92721,1
27560,1
17444,0
78928,1
117918,1
388788,0
396865,0
316721,0
31307,1
227655,1
20203,0
129394,0
61222,1
381118,0
453614,0
459828,0
355205,0
232042,0
298868,1
419110,0
323425,0
92238,1
370655,0
299434,1
240160,1
200807,1
206027,1
162616,1
255887,1
157334,1
253423,1
90920,0
169320,1
137356,1
406063,0
361429,0
411830,0
275245,0
256239,0
124967,1
395720,0
201836,1
152097,0
240244,1
397351,0
273694,0
40028,1
224031,1
225602,1
252971,1
75406,1
407932,0
282596,1
254392,1
186776,1
434049,0
197522,1
348745,0
84514,1
76675,0
447693,0
404319,0
210159,0
418520,0
393006,0
263668,1
343197,0
11592,1
411552,0
86916,1
291194,1
39212,1
88250,1
135004,1
276922,0
150992,1
88892,1
196741,1
408861,0
41558,1
58464,0
287955,1
126281,1
40012,1
5891,1
386997,0
15452,1
453562,0
251955,0
36410,1
132455,1
98675,1
281743,1
396479,0
347211,0
96684,1
222914,0
199312,1
391112,0
9117,1
299282,1
123606,1
28044,1
52488,1
457520,0
204443,0
282642,1
236653,1
120307,1
352589,0
38980,1
322524,0
169793,1
82007,1
272742,0
190560,1
75329,0
35559,1
403659,0
21304,1
141020,0
108151,1
364910,0
84722,1
123704,0
426649,0
44901,1
152545,1
427443,0
260441,1
209848,1
116057,0
302673,0
334183,0
308945,0
92883,0
271785,0
323232,0
452122,0
175390,1
169672,1
219656,0
455497,0
227439,1
431065,0
310273,0
373850,0
282433,1
273752,1
380684,0
249911,1
108785,1
284690,1
289301,0
428538,0
316480,0
68930,1
246962,1
424342,0
6969,0
372488,0
112354,1
20143,1
159421,1
303128,0
132126,0
229888,1
297751,1
166341,1
389346,0
425146,0
124617,1
338828,0
118243,1
86926,0
295826,1
21176,0
440978,0
201804,1
450343,0
11809,0
280865,0
284413,1
110990,0
28242,1
240763,1
453436,0
69484,1
386503,0
412167,0
171195,0
297378,1
327706,0
339711,0
100360,1
220795,1
220712,1
232204,0
99596,1
360,1
357111,0
175459,0
222485,1
389348,0
312670,0
391211,0
447562,0
330409,0
319789,0
416661,0
420852,0
92386,1
219353,1
445328,0
167100,0
429024,0
275627,0
452642,0
301983,0
371967,0
379748,0
162048,1
402928,0
434420,0
148560,1
247195,1
450061,0
286704,1
151641,1
316415,0
461762,0
248119,1
267906,1
282790,1
351468,0
407518,0
178196,1
283087,1
316665,0
107330,1
306741,0
240557,0
424484,0
334792,0
357772,0
382350,0
36996,1
138421,1
448623,0
98146,1
316243,0
308709,0
268947,0
86771,1
23923,1
106901,1
422103,0
346455,0
161379,1
385953,0
263770,1
353165,0
82296,0
316717,0
182624,1
172489,1
98528,1
76454,1
30674,1
441901,0
444776,0
101361,1
232533,1
91912,1
153166,1
147461,0
439428,0
351315,0
4673,1
17268,0
93288,1
429807,0
27143,1
186280,0
258059,1
182975,1
17023,1
289592,1
282854,1
159625,1
113453,1
328748,0
169296,0
322105,0
140457,1
181254,1
140560,1
43770,0
287446,1
223762,1
100324,1
354768,0
202258,1
427828,0
279674,0
259612,1
130570,1
137082,0
120881,0
38100,0
301610,0
242049,1
283159,0
171522,0
60100,1
228446,1
195242,1
124417,1
195382,1
401191,0
345030,0
48798,0
303596,0
221009,1
313418,0
57672,0
72756,1
436863,0
412787,0
260623,1
224488,1
141219,1
405403,0
60893,0
190856,0
202341,1
343858,0
348241,0
220631,1
195400,1
253366,1
118522,1
389031,0
114273,1
275571,1
375033,0
331572,0
382176,0
33012,1
236177,1
171708,1
225443,1
314375,0
173470,0
157264,0
166630,1
173002,0
436805,0
186876,0
60167,1
15804,0
77662,1
399207,0
376474,0
116934,1
236319,1
59667,1
144011,1
130369,1
92744,0
99543,0
220020,1
455851,0
351195,0
409401,0
221165,0
461083,0
33682,1
101089,0
21574,1
281773,1
8927,1
32521,1
101464,1
295687,1
249881,1
298533,1
85872,1
183528,1
402540,0
237587,1
339534,0
93244,1
21183,0
59417,1
305759,0
207514,0
430752,0
455300,0
411816,0
248095,1
444900,0
460212,0
347809,0
233220,0
154969,1
72502,1
299667,1
85935,1
24256,0
95745,1
237151,1
323475,0
186337,1
2103,1
188894,1
427525,0
447559,0
371241,0
230707,0
362801,0
73950,1
98268,1
121051,1
133846,0
298570,1
175381,1
285251,1
249621,1
284980,0
29106,1
453062,0
352557,0
228142,0
453543,0
184996,1
4463,0
64476,1
369461,0
64649,1
90230,0
1818,1
303788,0
98217,1
418065,0
58203,0
194422,0
363255,0
208418,1
122188,1
208521,1
434237,0
140474,1
387776,0
450170,0
197519,0
199725,1
104018,1
84979,0
230052,1
429574,0
407177,0
161761,1
67142,1
181276,1
433733,0
31177,1
75289,0
47882,0
287950,1
38142,1
91272,1
164817,1
86132,1
404966,0
110604,0
36231,1
383642,0
120678,0
26719,0
113869,1
211164,1
129688,1
14442,1
55429,1
46023,1
357270,0
17864,1
309861,0
222661,1
9313,1
217240,0
380670,0
63071,1
418724,0
118841,1
52182,1
88504,1
393907,0
193322,1
98883,0
119459,1
299531,1
242661,1
137425,1
379405,0
14776,1
166737,1
136051,1
352872,0
201306,1
388706,0
180361,1
168418,1
279604,1
208440,1
36585,1
140204,0
234569,1
205057,1
347612,0
90280,1
139215,1
17604,1
238463,0
235083,1
282474,1
285414,0
318236,0
47273,1
342843,0
172508,1
396723,0
75427,0
159243,1
414425,0
81967,1
91907,1
183654,1
373599,0
135158,0
337110,0
211680,1
346144,0
48914,0
100789,0
418704,0
385324,0
317344,0
418731,0
398805,0
164070,1
419053,0
196604,1
166853,1
274722,1
36200,1
337049,0
44589,1
161981,0
435657,0
459752,0
26572,1
390127,0
7934,1
287957,1
305558,0
211904,1
93363,1
318219,0
217770,1
396041,0
318080,0
258134,0
137332,1
193438,1
22057,1
187893,1
125249,1
3814,1
46019,1
68720,1
242052,1
347417,0
34558,1
322028,0
211292,0
300322,0
398063,0
335607,0
461597,0
28299,1
5953,1
435701,0
362935,0
328532,0
232002,1
92141,1
232814,0
102252,1
137754,1
71763,1
193601,0
131706,0
143633,1
62078,1
392085,0
178122,1
77857,1
228559,1
384887,0
389739,0
261830,0
425918,0
22643,0
67685,1
264544,1
145970,0
68999,0
347298,0
152043,1
243255,0
400116,0
251365,0
222554,1
144373,1
221562,0
52129,1
193387,0
131520,0
55166,1
65800,1
24772,0
182508,1
210823,1
139121,0
146263,1
73404,1
455729,0
166226,0
142097,1
269252,1
276751,1
159887,1
423450,0
199499,1
291549,0
376204,0
109538,1
438576,0
10103,0
305895,0
420954,0
321651,0
167127,1
364284,0
208190,0
286028,0
112887,1
140708,1
443408,0
41845,1
122916,0
417395,0
131190,1
220859,1
228327,0
394598,0
237466,1
21218,1
126548,1
194569,1
420103,0
243312,0
102731,0
86250,1
433114,0
260229,1
143354,0
307250,0
151264,0
127553,1
34477,0
211470,1
113399,1
60970,1
77187,1
18923,1
278088,0
128625,1
41439,0
384295,0
256608,1
377224,0
203279,0
460594,0
336645,0
270569,1
381971,0
432401,0
3713,0
301531,0
226729,1
461824,0
445019,0
140219,1
186003,1
355575,0
316882,0
407494,0
378265,0
105511,1
104944,1
222339,1
274934,1
142357,0
108653,1
401403,0
231895,1
268684,1
132292,0
291914,1
430911,0
428426,0
334144,0
450191,0
384718,0
37330,1
451404,0
197690,0
385631,0
214527,1
233377,1
73476,1
72091,1
433528,0
189002,0
255049,1
20248,1
68909,1
72676,1
360222,0
73396,0
289339,0
293949,0
235265,1
35421,1
250151,1
114629,0
21112,1
234146,1
406743,0
449021,0
28253,1
373090,0
374128,0
263356,0
54426,1
192798,1
141709,1
85257,1
353251,0
213368,1
82663,0
19355,0
29462,0
95966,0
184401,0
239166,1
20324,1
455539,0
70144,1
403075,0
279716,0
120538,0
284066,1
371419,0
189458,1
424160,0
243170,0
338149,0
338936,0
49010,1
12759,0
417969,0
385111,0
444353,0
425795,0
12304,1
311589,0
539,0
403774,0
331897,0
